ActorAppear,ActorIndicator,Coef,Variable
1,1,-0.0466976137119,Ivan Sergei
1,1,0.023396279728,Ivana Lotito
2,1,0.0370386113152,Ivana Milicevic
1,1,0.192473994846,J. Kyle Manzay
1,1,0.00891491737017,J.B. Smoove
2,1,0.0519098334648,J.K. Simmons
2,1,0.0904390359007,Jack Black
2,1,0.010719154332,Jack Carpenter
1,1,0.0129872424325,Jack Davenport
1,1,0.0187411691099,Jack Davidson
1,1,-0.00195044525909,Jack Gilpin
1,1,0.00365461155971,Jack McBrayer
2,1,0.0429780149123,Jack Nicholson
1,1,-0.00883208340067,Jack Warden
2,1,0.0251253437524,Jacki Weaver
1,1,-0.000148056469787,Jackie Long
1,1,-0.0806770187251,Jacob Haines
1,1,-0.0175808978571,Jacob Young
1,1,0.00906138440194,Jake Gyllenhaal
2,1,0.000149186168501,Jake Johnson
1,1,0.0431747816582,James Brolin
1,1,0.00491652954276,James Dreyfus
1,1,0.00999536838292,James Durham
1,1,-0.0396131181276,James Faulkner
1,1,-5.23835887149e-05,James Fleet
1,1,0.005458894814,James Fox
1,1,0.0121556203334,James Franco
1,1,0.0313107746394,James Gammon
1,1,0.0153898479392,James Marsters
1,1,0.0570761405137,James McCaffrey
1,1,-0.006391955101,James Pickens Jr.
1,1,0.047813532514,James Read
1,1,0.0539634888668,James Rebhorn
1,1,-0.0175808978571,James Remar
1,1,-0.00852453180397,James Spader
1,1,0.0180952659221,James Tupper
1,1,-0.0268690731263,James Wolk
2,1,0.0338274175239,Jamie Foxx
1,1,-0.0268690731263,Jamie Lee Curtis
1,1,0.0240182133801,Jamie Wild
1,1,-0.000148056469787,Jamie-Lynn Sigler
1,1,0.037357789228,Jane Adams
1,1,0.0145185538924,Jane Asher
1,1,0.00875183152264,Jane Lynch
1,1,-0.0129500324164,Jane Pfitsch
1,1,0.00253355508673,Jane Seymour
1,1,0.0570761405137,Janeane Garofalo
1,1,0.0756663821998,Jared Gilman
1,1,0.0365306895131,Jared Goldstein
1,1,-0.0223014691663,Jared Keeso
1,1,0.0240182133801,Jared Rushton
1,1,-0.0806770187251,Jaryd Waterhouse
1,1,-0.0228355564874,Jasmine Woods
1,1,-0.0327764714097,Jason Alexander
1,1,-0.0126925652467,Jason Antoon
4,1,-0.102579919004,Jason Bateman
1,1,-0.00883208340067,Jason Bernard
5,1,0.0343268933492,Jason Biggs
1,1,0.0145185538924,Jason Flemyng
1,1,-0.0465404045274,Jason Gedrick
1,1,0.0415856785183,Jason Gould
1,1,-0.0697007302819,Jason Kolotouros
1,1,0.0431747816582,Jason Lee
1,1,-0.135156754665,Jason Lewis
1,1,-0.0806770187251,Jason Schaller
1,1,0.0756663821998,Jason Schwartzman
3,1,0.00567182634409,Jason Segel
3,1,-0.0306405836031,Jason Sudeikis
2,1,0.00412305624123,Jay Baruchel
1,1,-0.0219629885928,Jay Brazeau
2,1,-0.0457260738496,Jay Mohr
1,1,0.0172399237751,Jean Reno
1,1,-0.00898857002367,Jean Smart
1,1,-0.0305300003398,Jean Stapleton
1,1,-0.182101129094,Jean-Luc Bilodeau
1,1,0.0115561588004,Jeanie Hackett
1,1,0.0280309143383,Jeff Garlin
1,1,-0.00572443957645,Jeff Goldblum
1,1,0.0187411691099,Jeff Hiller
1,1,0.0153898479392,Jeffrey Dean Morgan
1,1,0.0275488193741,Jeffrey Donovan
2,1,0.0949274231114,Jeffrey Tambor
1,1,0.0240182133801,Jeffrey Wiseman
1,1,0.0261208512976,Jenifer Lewis
1,1,0.0539761015352,Jenna Dewan Tatum
1,1,-0.0338647790158,Jenna Elfman
8,1,-0.131265893653,Jennifer Aniston
1,1,0.0838099190559,Jennifer Connelly
3,1,-0.286493405117,Jennifer Coolidge
4,1,-0.0263072788103,Jennifer Garner
1,1,-0.135156754665,Jennifer Hudson
1,1,0.0438122486131,Jennifer Jason Leigh
1,1,0.0206051638456,Jennifer Lawrence
1,1,-0.0129500324164,Jennifer Lim
4,1,-0.214931950983,Jennifer Lopez
1,1,0.0406992996492,Jennifer Love Hewitt
1,1,-0.0532454772769,Jenny McCarthy
1,1,-0.0128869784043,Jenny Wade
1,1,0.0330206234984,Jeremy Howard
2,1,0.0722395279991,Jeremy Piven
1,1,0.0129872424325,Jeremy Sheffield
2,1,0.0647926604591,Jeremy Sisto
1,1,0.0368075160441,Jeroen Krabbé
